clusterId1,centrotype,cent.factor,nr of peaks in cluster,chosen peak#,Scan Nr,retention,retentionMean,Mass(uD),membership1,simIsShared,sim ranking of peak,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
416,7964,1,3,7963,3112,17205124,17195791,202108383,0.985521,FALSE,1,Qe05966,1723655,>>,427578,468101,234879,23553.46,1159513,387743,837049,105177,1265034,569724,410402,607067,76962,370905,97698,1073679,131060,397949,1723655,243801,95371,272475,23294.65,25256.12,23727.39,405419,<<,2.02108383E8;2.03111908E8;4.76228271E8;,999.0;105.74;67.42;
418,7976,1,4,7975,3118,17239168,17230367,657275818,0.979247,FALSE,1,Qe05953,3125363,>>,2289022,2415913,2718504,2405645,2542234,2512388,3125363,2509594,2114027,2905038,2041693,23707.81,2129544,2382751,2650576,2579105,2005634,2296683,2766773,2919517,2581767,2521495,24776.96,26557.03,25251.51,2216568,<<,6.57275818E8;6.58279358E8;6.59281799E8;6.13283386E8;,999.0;339.03;90.42;36.96;
419,7995,1,11,7994,3124,17275471,17268363,206082001,0.999954,FALSE,1,Qe05970,8999386,>>,6561123,6551934,7812765,8216195,5658416,6025316,6448315,7429788,4564033,6617182,5878153,4853465,6287929,5326468,7058856,5771026,5126857,5019036,4472053,5056968,6790704,4826035,8999386,5786311,8631708,6393206,<<,2.06082001E8;2.07085434E8;2.50071793E8;1.64071518E8;5.01150696E8;2.72053711E8;2.51075424E8;5.02153534E8;3.40066467E8;3.1306723E8;3.18059509E8;,999.0;118.97;95.3;38.86;33.97;16.55;12.77;8.05;6.89;6.84;6.25;
420,8016,1,3,8016,3131,17311653,17299414,280082153,0.999955,FALSE,1,Qe05966,796212,>>,489960,511972,494307,384500,625027,506471,519174,359575,663306,716928,471805,419021,300748,395130,321286,494870,256574,356671,796212,650228,316192,754974,337077,262912,265275,469082,<<,2.80082153E8;2.27128677E8;2.81085724E8;,999.0;209.77;129.26;
421,8036,1,9,8036,3136,17336292,17330015,367102875,0.999955,FALSE,1,Qe05970,4.24E+07,>>,3.13E+07,2.88E+07,3.16E+07,3.22E+07,2.53E+07,3.27E+07,2.56E+07,3.03E+07,2.80E+07,2.86E+07,3.09E+07,3.01E+07,2.88E+07,2.64E+07,3.07E+07,2.47E+07,3.13E+07,2.58E+07,2.70E+07,3.45E+07,3.21E+07,3.33E+07,4.24E+07,4.01E+07,4.03E+07,3.05E+07,<<,3.67102875E8;3.6810614E8;3.69108276E8;4.35090607E8;4.30098419E8;3.89084503E8;5.34133362E8;4.36094818E8;5.35135803E8;,999.0;189.08;33.54;11.9;10.93;5.77;2.99;1.99;1.05;
424,8081,1,14,8088,3158,17434849,17432018,525233459,0.974464,FALSE,1,Qe05953,2.41E+08,>>,2.13E+08,2.10E+08,2.26E+08,2.21E+08,2.28E+08,2.24E+08,2.41E+08,2.12E+08,2.15E+08,2.35E+08,2.02E+08,2.18E+08,2.14E+08,2.16E+08,2.14E+08,2.10E+08,1.95E+08,2.11E+08,2.27E+08,2.17E+08,2.12E+08,2.38E+08,1.59E+07,1.86E+07,1.83E+07,2.20E+08,<<,5.25233459E8;5.2623645E8;1.051474121E9;1.052477539E9;5.27238953E8;1.05347998E9;4.82246155E8;8.93343018E8;1.054483032E9;8.94346558E8;1.073457397E9;8.95351379E8;1.074460938E9;5.95195862E8;,999.0;286.09;166.25;93.13;61.85;34.07;13.33;10.58;9.53;5.0;1.68;1.64;1.11;0.34;
427,8119,1,8,8109,3161,17448128,17416022,361094757,0.973076,FALSE,1,Qe05971,577846,>>,23962.02,79296,24252.15,22693.9,26413.1,25207.49,23691.09,23313.85,24767.69,26707.39,67952,24809.02,23158.53,23971.27,22719.58,25717.63,26932.29,24534.98,23295.32,23546.17,24139.72,22712.48,265872,577846,449328,73435,<<,3.61094757E8;5.8229126E8;4.89106812E8;6.07166687E8;5.83294861E8;4.34101654E8;6.65209351E8;2.78102936E8;,999.0;902.54;388.14;353.73;321.69;284.73;231.4;222.62;
430,8146,1,6,8145,3176,17518902,17511251,715280762,0.99994,FALSE,1,Qe05960,4890026,>>,3597766,3403394,3464910,2859137,3582235,2870377,3759561,2782149,3086526,2983717,3111737,4577833,2762340,4890026,4218747,4245517,3362616,4505820,4113955,3729835,4010347,3417377,25154.08,26016.49,22588.7,4018129,<<,7.15280762E8;7.16283813E8;5.93220825E8;7.17288269E8;5.94223389E8;7.05247803E8;,999.0;362.51;120.39;100.26;32.74;23.01;
432,8173,1,7,8172,3186,17567469,17555554,165055405,0.971889,FALSE,1,Qe05955,6728836,>>,2424222,2169266,1547295,1695638,5666318,5501582,2411593,1956063,6728836,5830661,2446779,2000911,1644515,1354657,1786683,3120771,2247704,1202774,4842242,1667456,1350836,1625252,707255,1210889,814870,2172835,<<,1.65055405E8;1.66058517E8;1.47044891E8;2.57113861E8;2.61042999E8;3.38171326E8;5.44265137E8;,999.0;94.96;31.13;13.74;12.7;5.93;5.38;
434,8192,1,22,8199,3191,17597675,17587006,453139923,0.999766,FALSE,1,Qe05970,1.74E+07,>>,3492996,3216515,1101276,1200737,1074852,1119766,1130586,1180756,866267,1164452,3076317,1150265,1008719,1143623,1315046,1215189,1052525,1219792,1271336,1250543,1278760,1389162,1.74E+07,1.31E+07,1.31E+07,3339925,<<,4.53139923E8;4.54143524E8;4.9914566E8;4.55145844E8;4.89116638E8;2.91107971E8;5.21127136E8;5.16135925E8;9.07286926E8;2.01112961E8;4.91114746E8;5.49126709E8;5.43136047E8;4.90119965E8;4.67120361E8;4.3522171E8;9.08290527E8;5.01151733E8;5.13172302E8;2.92111664E8;1.17055908E8;4.3912442E8;,999.0;231.89;154.71;46.21;42.15;37.36;30.7;22.72;21.96;15.99;15.11;13.66;11.3;10.02;9.74;8.65;8.59;8.43;5.51;5.35;4.88;3.31;
437,8243,1,2,8243,3209,17698618,17714323,705333496,0.999955,FALSE,1,Qe05961,408887,>>,220565,214822,361720,342421,174062,166546,345289,341721,25288.46,91029,204308,342215,251960,329363,408887,261976,315931,377795,23490.7,92739,359822,27235.27,368921,278024,119541,244242,<<,7.05333496E8;7.06337158E8;,999.0;326.7;
438,8244,1,2,8244,3210,17704947,17707561,509223541,0.999955,FALSE,1,Qe05953,575946,>>,401398,436158,458309,428620,461217,415514,575946,421223,417783,464148,404888,558098,348877,512326,554917,530642,391908,517395,546575,511323,501140,420469,26101.25,52087,26559.99,468282,<<,5.09223541E8;5.10226898E8;,999.0;263.86;
439,8259,1,2,8256,3217,17749968,17739002,450239624,0.986127,FALSE,1,Qe05966,381758,>>,79772,90076,23593.32,26654.26,222278,86746,102999,25335.52,271244,156395,72886,26904.46,27339.04,23180.94,25321.71,134980,26738.09,22677.61,381758,107173,22670.54,126756,24986.54,25015.14,25576.65,76598,<<,4.50239624E8;4.51243164E8;,999.0;310.69;
441,8279,1,4,8280,3226,17813166,17801832,433116028,0.998724,FALSE,1,Qe05968,673186,>>,434765,368140,420094,464982,271902,352932,360150,486781,179944,229812,343601,449373,373106,437588,621210,387976,567270,546167,220479,288290,673186,174988,86210,73030,92829,417279,<<,4.33116028E8;4.34119293E8;4.96109528E8;4.71087708E8;,999.0;227.93;212.02;156.32;
445,8317,1,8,8316,3241,17905336,17892114,671291626,0.999955,FALSE,1,Qe05953,1.29E+07,>>,9900524,8136071,1.11E+07,1.01E+07,1.13E+07,9969339,1.29E+07,8572539,9446923,1.06E+07,6888859,8891700,7352125,9284019,9139648,9096680,6470586,7333597,1.06E+07,8958206,8749235,9256870,393320,657733,632644,9019858,<<,6.71291626E8;6.72295044E8;6.73297424E8;3.26124115E8;7.39278931E8;7.40282349E8;1.59102402E8;3.27127472E8;,999.0;357.47;91.0;28.19;20.44;8.73;7.3;4.66;
446,8342,1,13,8335,3246,17931402,17925902,421113647,0.996102,FALSE,1,Qe05972,619122,>>,230932,206104,160696,139045,146422,128215,154056,141517,115813,134062,190529,140653,126950,161215,152096,136962,122916,131273,157594,142201,164381,117224,494751,529511,619122,214855,<<,4.21113647E8;5.47145142E8;4.67119171E8;2.91144623E8;5.4723822E8;4.99145844E8;5.48148499E8;4.2211731E8;5.16135315E8;4.68122803E8;3.11076965E8;5.21127625E8;6.77337585E8;,999.0;733.79;712.45;527.19;335.71;285.96;232.18;214.79;177.37;168.06;141.12;125.83;80.3;
448,8381,1,9,8372,3256,17987541,17981007,481244110,0.990125,FALSE,1,Qe05971,1.08E+07,>>,5517567,4811083,4600065,3173269,7370144,4255968,6858541,3196036,6782784,5493621,4419886,5158066,2768830,4338553,3311672,5591069,2636994,4235056,7602132,4500887,3336100,5626282,506209,1.08E+07,4108898,5470597,<<,4.8124411E8;4.82247375E8;5.27249207E8;5.28252563E8;4.83250031E8;5.77230957E8;5.49231201E8;5.17220764E8;5.78233826E8;,999.0;275.81;252.06;71.67;53.65;45.27;35.33;27.27;14.6;
449,8403,1,4,8406,3270,18076899,18159400,661177002,0.989759,FALSE,1,Qe05970,1063984,>>,146989,129153,23055.13,23214.99,27111.65,26596.16,56738,23076.63,25813.94,27051.34,133650,22783.9,27043.23,24043.83,24291.93,25261.3,23837.05,26286.98,26055.83,25776.21,26954.83,23740.43,1063984,517076,859528,129524,<<,6.61177002E8;6.62180115E8;3.6109549E8;6.29243896E8;,999.0;339.86;91.16;31.62;
450,8422,1,5,8410,3274,18105238,18098096,352079559,0.976717,FALSE,1,Qe05955,293388,>>,140677,136950,116405,94321,191699,116782,181444,68114,293388,282947,129730,100962,22811.77,128269,82365,98523,27120.67,81189,189022,156035,76821,237356,27239.37,83133,68313,131241,<<,3.52079559E8;4.06223236E8;7.05166687E8;3.52581451E8;4.34217926E8;,999.0;489.12;421.9;390.41;281.07;
451,8421,1,4,8411,3275,18110983,18097387,206082047,0.994971,FALSE,1,Qe05951,3990239,>>,1722405,1653805,3299160,591076,3990239,767583,3691486,861384,408662,470337,1387024,3783433,903151,2664253,836804,2666826,455648,2771672,428571,275340,629003,153501,1143847,439433,300739,1466734,<<,2.06082047E8;2.07085449E8;2.74069397E8;3.02069885E8;,999.0;116.5;26.71;12.87;
454,8449,1,3,8449,3291,18192947,18184965,377181244,0.999955,FALSE,1,Qe05966,1612779,>>,786572,883235,456698,314238,994581,692080,972277,227832,1275761,1224173,805433,868376,226834,828005,370416,931866,243984,575425,1612779,1250860,352931,1407063,26661.78,25044.61,22952.38,862297,<<,3.77181244E8;3.78184601E8;3.6715213E8;,999.0;193.12;128.11;
455,8505,1,46,8464,3293,18202885,18198560,342097931,0.974614,FALSE,1,Qe05970,1.92E+08,>>,3.81E+07,3.22E+07,377169,354583,387317,346902,441463,344264,300141,374166,3.52E+07,459321,330730,441599,420197,428457,321975,417651,432456,435071,402387,386403,1.92E+08,1.33E+08,1.75E+08,3.63E+07,<<,3.42097931E8;6.85203003E8;3.43101135E8;3.88103119E8;6.86206177E8;3.44103058E8;3.89106628E8;6.87208923E8;1.028307617E9;1.029310913E9;6.83187805E8;3.78075012E8;4.10085175E8;2.06045395E8;3.90108673E8;1.61023636E8;5.13650208E8;2.96092346E8;2.97100128E8;4.05093323E8;8.57257263E8;8.56755676E8;1.19049965E8;3.56076599E8;5.14152405E8;7.08187988E8;4.11089142E8;4.33094269E8;5.25143005E8;3.58093353E8;4.31110138E8;7.171922E8;6.99181335E8;3.6407962E8;3.57081451E8;4.26059113E8;4.76078003E8;8.67747314E8;5.32625488E8;4.3212851E8;4.26131195E8;2.98105133E8;7.11212341E8;3.81074371E8;4.60032715E8;7.09190918E8;,999.0;231.46;196.64;120.59;92.63;29.6;25.6;23.37;14.24;8.67;7.35;7.34;6.44;4.89;4.5;3.29;2.94;2.48;2.32;2.29;2.23;2.08;2.06;2.04;1.74;1.61;1.33;1.33;1.31;1.22;1.03;1.02;1.0;1.0;0.94;0.86;0.85;0.79;0.77;0.73;0.64;0.57;0.51;0.4;0.4;0.34;
457,8526,1,3,8528,3310,18288401,18272500,216087448,0.962192,FALSE,1,Qe05955,226559,>>,60046,56583,24287.66,24118.86,171069,84643,93622,24860.68,226559,126641,24016.28,24489.27,26108.14,26870.28,22996.35,77722,23188.21,26487.2,147356,24125.24,24169.77,114257,27144.01,24407.75,22909.64,52789,<<,2.16087448E8;5.17253357E8;3.61164886E8;,999.0;433.98;211.93;
458,8533,1,2,8532,3310,18288401,18284812,579265137,0.99848,FALSE,1,Qe05961,1252129,>>,812609,685618,1101379,1130844,592932,642565,1183203,1251900,25149.37,22713.37,715922,1066762,979505,1089947,1252129,851197,1027765,1132185,222635,24091.26,1183253,249603,660208,25299.97,25691.83,813360,<<,5.79265137E8;5.80268738E8;,999.0;295.66;
459,8536,1,3,8536,3311,18293297,18281568,850328125,0.999955,FALSE,1,Qe05965,579223,>>,579223,391917,26961.89,24929.59,24600.49,27073.42,23981.3,25914.22,25282.85,23121.54,548559,24283.38,22558.87,27135.41,25091.68,26957.75,24044.37,25098.31,23297.3,24679.35,24478.67,26317.95,22665.04,24391.29,22596.94,515627,<<,8.50328125E8;8.51331421E8;8.52332031E8;,999.0;508.66;0.0;
460,8551,1,2,8575,3321,18340429,18317079,652147522,0.965353,FALSE,1,Qe05948,73181,>>,23244.12,73181,71670,59364,55475,26407.55,59054,27045.88,22556.67,24938.27,23293.95,26007.41,24889.19,24033.13,23959.51,22949.92,25752.31,26349.58,24696.39,26521.97,24762.11,23887.81,22699.53,24084.11,25460.2,24736.73,<<,6.52147522E8;6.53156067E8;,999.0;941.65;
461,8552,1,5,8560,3321,18340429,18333176,457170258,0.979802,FALSE,1,Qe05972,438368,>>,163718,155493,105049,130264,111107,114490,99784,120943,104017,126257,138857,104774,100658,103796,129554,110859,126560,102512,139483,139920,132388,125574,256688,250298,438368,157901,<<,4.57170258E8;5.47144653E8;4.90164795E8;1.33029251E8;2.81139038E8;,999.0;473.21;114.34;80.72;69.59;
462,8579,1,27,8565,3321,18340429,18329189,553228516,0.998419,FALSE,1,Qe05960,8.84E+07,>>,7.34E+07,6.72E+07,7.71E+07,6.93E+07,7.37E+07,6.40E+07,8.58E+07,6.23E+07,6.35E+07,6.35E+07,5.81E+07,8.83E+07,5.97E+07,8.84E+07,8.84E+07,7.92E+07,6.59E+07,8.03E+07,7.69E+07,7.20E+07,7.44E+07,6.20E+07,675795,1210678,470625,7.52E+07,<<,5.53228516E8;5.54231445E8;5.55233887E8;1.061458374E9;1.062461548E9;6.21215027E8;5.43199646E8;1.063464966E9;5.70218689E8;5.45197449E8;6.22218689E8;5.44203613E8;1.064466797E9;5.71221924E8;5.92239197E8;1.207517578E9;5.91256897E8;1.015450012E9;1.051427246E9;5.83240356E8;1.129446167E9;1.208517822E9;6.37188538E8;5.9826178E8;5.95238892E8;1.052436279E9;6.23190491E8;,999.0;300.96;68.39;54.06;31.61;12.28;12.06;11.66;10.12;4.44;3.82;3.41;3.36;2.95;2.41;2.38;2.29;2.27;1.96;1.93;1.8;1.76;1.58;1.57;1.18;1.06;0.99;
463,8598,1,6,8603,3325,18362820,18374713,509087006,0.997979,FALSE,1,Qe05967,1632189,>>,428899,439691,118728,117754,289730,778311,99483,118311,472836,1099606,426816,132498,108041,145452,114369,353430,103814,112629,541691,1632189,124483,1231188,24984.46,24434.69,26354.63,380015,<<,5.09087006E8;5.08155182E8;5.10090393E8;2.54541168E8;5.08656403E8;5.11086456E8;,999.0;270.73;265.64;162.53;152.87;62.73;
466,8629,1,2,8629,3334,18401855,18422868,255098434,0.999955,FALSE,1,Qe05955,98689,>>,23023.43,24913.73,27091.09,26815.13,55927,25274.46,27187.94,25242.41,98689,25629.3,25385.56,26553.68,23799.08,24118.52,25380.42,26259.05,23993.69,24276.15,79082,26562.55,26481.76,26904.01,26407.43,24913.59,23197.78,26301.02,<<,2.55098434E8;4.62212433E8;,999.0;299.27;
467,8640,1,15,8625,3334,18401855,18394951,193050278,0.987689,FALSE,1,Qe05970,1.77E+07,>>,3976466,3872657,3741596,1003022,2492386,1123265,4114346,896350,1611999,1412183,3797105,4666698,860370,3835799,995256,2647880,733308,3553344,2153669,1497037,899567,1765670,1.77E+07,1.01E+07,1.26E+07,3579455,<<,1.93050278E8;1.94053604E8;6.91186951E8;6.92190369E8;4.63123871E8;1.78027054E8;6.93194275E8;7.0734906E8;2.6103772E8;5.21166077E8;7.27164124E8;7.08352539E8;4.55155548E8;6.09181946E8;7.29162781E8;,999.0;110.88;81.1;27.94;26.94;15.76;9.24;8.82;7.29;3.98;3.87;2.82;1.33;1.29;1.18;
469,8661,1,4,8662,3344,18458864,18450586,443228424,0.995293,FALSE,1,Qe05951,2444929,>>,976484,1285092,893317,147527,2444929,760018,1994540,172243,1933703,1134860,1356872,931496,329522,697677,153108,1243536,198175,471157,1685738,776019,229095,1013540,110367,26240.65,95899,1434554,<<,4.43228424E8;4.44231873E8;3.05175232E8;4.11202423E8;,999.0;240.86;102.75;58.88;
470,8666,1,8,8667,3346,18470142,18462596,559275452,0.992829,FALSE,1,Qe05953,8353910,>>,6405478,6230320,6521576,5873623,7467286,7156622,8353910,5731064,5838880,7069615,5393481,6814919,5463563,7169159,6957188,6611885,5191006,6081948,7735476,7830772,7274409,6458096,820381,629282,965767,6505480,<<,5.59275452E8;5.60278809E8;5.61281433E8;5.76265442E8;5.15249084E8;4.41197266E8;6.27262085E8;2.87149628E8;,999.0;294.6;64.91;52.95;31.3;22.88;19.75;13.54;
471,8678,0.990424,6,8684,3351,18498993,18482590,223060959,0.978345,FALSE,1,Qe05971,865946,>>,160116,160120,122484,26450.1,88095,23090.52,117066,23366.94,53805,24408.26,143262,140799,26567.17,87964,25939.35,91648,27457.45,113022,84550,23772.84,24728.9,65131,480978,865946,648966,151158,<<,2.23060959E8;4.47060211E8;5.9923407E8;6.00237671E8;2.24064468E8;1.79034866E8;,999.0;717.34;471.63;146.45;135.57;37.98;
474,8704,1,2,8704,3361,18562788,18583231,352079620,0.999955,FALSE,1,Qe05955,686087,>>,342681,325582,274265,193231,436612,289215,464272,101165,686087,624099,306383,241683,100194,357461,164201,245278,74637,177338,437687,337963,166976,513500,116860,211738,181863,314142,<<,3.5207962E8;7.05166748E8;,999.0;346.26;
475,8724,0.988976,3,8715,3366,18601059,18618259,615192383,0.953163,FALSE,1,Qe05971,256094,>>,22618.7,25681.46,24570.49,25748.89,23200.37,23763.51,23237.86,24312.2,23965.33,23990.52,23513.66,22963.33,24793.12,24161.59,23589.34,25630.56,25237.51,23252.01,25444.3,27390.44,24076.54,23053.84,174462,256094,225227,23737.05,<<,6.15192383E8;8.23396301E8;4.67119232E8;,999.0;214.99;163.67;
476,8729,0.995094,2,8729,3374,18653212,18571404,352581451,0.990168,FALSE,1,Qe05955,242279,>>,88553,112946,95406,63083,151663,98574,113191,24655.26,242279,218773,107222,79142,26945.61,92140,23065.75,82945,26318.19,58589,151495,116891,22671.95,177618,27311.27,75977,60381,107410,<<,3.52581451E8;3.65196716E8;,999.0;483.84;
477,8752,1,3,8753,3379,18681835,18673759,657312439,0.969531,FALSE,1,Qe05961,756138,>>,376080,394984,296524,384157,251932,285946,322207,308475,202412,278581,353152,527879,254713,555368,756138,564919,439401,700144,411525,463579,541019,307062,23059.64,24637.14,25953.71,403151,<<,6.57312439E8;6.58315613E8;4.17194641E8;,999.0;358.35;307.96;
479,8778,1,25,8783,3393,18771399,18772950,453139984,0.99937,FALSE,1,Qe05970,1.43E+07,>>,2541015,2344662,801338,921682,785423,791471,831884,809858,641606,949900,2262034,762609,728222,771582,904597,758427,620863,744174,736592,852376,784263,855762,1.43E+07,1.39E+07,1.10E+07,2189966,<<,4.53139984E8;2.1710791E8;4.54143555E8;4.99145538E8;4.55145416E8;2.91108002E8;4.89116699E8;5.81222534E8;2.18111328E8;3.38082001E8;6.77171814E8;6.0918158E8;5.21127625E8;5.45220093E8;5.16135437E8;5.93187317E8;4.91116943E8;3.38583649E8;1.73045197E8;6.1018512E8;4.79119263E8;3.20076874E8;6.55186462E8;5.22131531E8;3.44113525E8;,999.0;265.25;233.38;49.76;47.1;36.32;31.09;29.89;29.3;28.66;27.67;27.4;23.4;21.09;19.97;18.71;14.97;10.4;10.14;8.36;7.0;6.94;6.63;6.17;3.53;
480,8786,1,3,8786,3393,18771399,18775942,476228699,0.999955,FALSE,1,Qe05966,335940,>>,156699,153053,70760,87087,221097,146882,90407,53223,255413,201634,132251,154606,23317.79,117387,127882,252380,102094,119502,335940,175355,106184,186822,24682.56,23208.6,22622.21,144839,<<,4.76228699E8;3.77181183E8;4.77231598E8;,999.0;446.62;368.64;
482,8812,1,7,8811,3403,18833244,18822625,597181946,0.999954,FALSE,1,Qe05953,1189588,>>,758262,757493,940843,919940,1070990,865394,1189588,885191,834840,1040830,716170,679681,857370,617000,705663,646745,493656,547597,648551,609497,597816,634752,427243,544111,1147448,815155,<<,5.97181946E8;5.98185547E8;6.33158569E8;6.35157349E8;5.99188354E8;6.60177551E8;6.3416217E8;,999.0;298.47;200.36;74.54;72.72;69.38;67.13;
484,8838,1,2,8835,3410,18881060,18732189,677338745,0.972769,FALSE,1,Qe05961,273528,>>,156303,113707,206868,207286,104443,109053,190612,223994,23558.07,26292.56,122559,192597,156446,202750,273528,23729.55,193373,197645,25610.99,26897.73,217091,24832.59,163567,96477,88882,129061,<<,6.77338745E8;6.78342468E8;,999.0;410.14;
486,8870,1,17,8862,3427,18987591,18885370,543280701,0.971971,FALSE,1,Qe05971,4667772,>>,668559,489607,539338,469950,571496,484661,701535,516489,509017,586076,684531,645966,458058,604394,669744,550536,474591,581452,611264,526695,611935,450915,1604217,4667772,2525193,695086,<<,5.43280701E8;3.72108459E8;5.69223267E8;5.44284241E8;3.73111877E8;3.67102997E8;5.33252075E8;4.08085236E8;4.35104889E8;5.35248474E8;3.74114227E8;4.4009668E8;5.65192871E8;6.7817511E8;3.45089844E8;6.92191162E8;6.91187683E8;,999.0;873.98;384.23;297.76;184.38;96.87;89.06;42.58;37.83;31.18;29.26;25.05;22.65;20.51;17.0;16.15;15.85;
487,8891,1,5,8883,3433,19022577,19015077,236092453,0.981538,FALSE,1,Qe05966,1493635,>>,540305,522556,331529,182657,1012329,683194,867015,209012,1369646,905537,500859,729499,174951,481601,218666,1056203,283332,546152,1493635,386634,207018,358717,24018.64,27217.29,25450.84,499754,<<,2.36092453E8;4.60233948E8;5.31113647E8;2.37096085E8;4.6123645E8;,999.0;365.97;201.85;130.75;102.67;
488,8917,1,22,8904,3439,19051937,19045828,553228577,0.996414,FALSE,1,Qe05961,5.19E+07,>>,3.88E+07,3.34E+07,3.04E+07,2.51E+07,2.96E+07,2.53E+07,3.18E+07,2.80E+07,2.75E+07,3.15E+07,3.02E+07,5.16E+07,2.30E+07,4.03E+07,5.19E+07,5.15E+07,3.76E+07,4.57E+07,4.99E+07,4.25E+07,4.87E+07,3.51E+07,551113,577550,225308,3.68E+07,<<,5.53228577E8;5.54231567E8;5.55234314E8;1.06145813E9;6.2121521E8;5.70219482E8;1.062461792E9;5.4519751E8;6.22218811E8;5.97255066E8;5.71222473E8;1.06346582E9;5.07222198E8;6.37187683E8;5.96234253E8;5.92241699E8;5.46200867E8;5.98262268E8;5.83239563E8;6.23191162E8;1.015450623E9;1.05142627E9;,999.0;299.35;67.61;19.59;19.28;18.73;11.7;8.86;6.38;5.65;5.46;4.38;3.8;3.08;2.71;2.47;2.27;2.03;2.01;1.86;1.67;1.46;
492,8954,1,11,8954,3451,19117168,19234491,547145264,0.999955,FALSE,1,Qe05971,1466973,>>,316870,253868,25990.25,27284.11,24331.9,26114.86,23713.53,24444.95,26106.01,102936,289674,101546,123026,118222,127501,25571.19,87288,25864.44,131513,154338,26661.29,97940,1399850,1466973,1423123,222625,<<,5.47145264E8;5.67207764E8;4.8910318E8;5.21201904E8;4.49145233E8;5.68210999E8;4.87123932E8;5.48148499E8;3.26102997E8;4.90106903E8;5.79171814E8;,999.0;660.86;324.81;272.47;230.5;191.47;162.44;126.66;86.36;83.13;64.16;
494,8979,1,4,8978,3461,19177813,19174739,545295898,0.999902,FALSE,1,Qe05966,915525,>>,714825,673096,793719,639614,759327,691251,841745,627034,747383,809389,568137,725580,533431,691908,737917,752755,559778,637019,915525,809974,708525,797546,259016,303647,292185,645844,<<,5.45295898E8;5.46299866E8;8.4330719E8;5.35267822E8;,999.0;295.38;127.08;105.5;
497,9012,1,20,9012,3475,19251799,19240246,473107910,0.999955,FALSE,1,Qe05971,7967002,>>,1243683,1134239,91862,83801,76788,84485,103657,92286,74060,92388,1101816,101554,73462,98619,107622,95042,79447,100419,96492,109185,105155,91171,7204731,7967002,6160918,1079110,<<,4.7310791E8;4.74111877E8;6.39192078E8;4.53139954E8;4.7511438E8;6.85197571E8;6.40194946E8;5.09086426E8;2.36050461E8;3.57155151E8;6.87286194E8;4.99145905E8;4.54143158E8;5.36104187E8;6.86201355E8;5.62294434E8;5.41096619E8;6.75169006E8;6.77170593E8;6.4119873E8;,999.0;255.7;135.15;95.25;53.66;46.49;42.63;39.51;28.39;27.83;25.46;25.06;24.84;23.68;15.73;14.96;13.8;11.07;10.83;10.43;
498,9052,1,17,9040,3478,19271000,19243024,559275391,0.998163,FALSE,1,Qe05966,2.18E+07,>>,1.88E+07,1.61E+07,1.82E+07,1.73E+07,1.84E+07,1.77E+07,2.10E+07,1.72E+07,1.68E+07,1.98E+07,1.54E+07,1.96E+07,1.44E+07,2.09E+07,2.13E+07,1.98E+07,1.61E+07,1.82E+07,2.18E+07,2.11E+07,1.99E+07,1.79E+07,1006044,390965,592047,1.80E+07,<<,5.59275391E8;5.60278748E8;5.61282471E8;5.49247009E8;5.76265137E8;6.27262756E8;1.073552856E9;6.41280762E8;6.5731189E8;1.074555664E9;6.28265564E8;5.77268616E8;6.03302246E8;3.51216431E8;4.0823819E8;6.43238159E8;4.35201477E8;,999.0;296.48;85.33;49.62;29.88;23.79;14.43;10.04;9.0;8.9;7.64;7.19;6.93;5.44;4.47;4.39;4.01;
500,9086,1,6,9103,3497,19371880,19364812,419228424,0.96212,FALSE,1,Qe05966,941733,>>,348024,374040,198481,95137,603937,447548,420585,92259,768971,760709,330300,320600,99812,283209,98149,416052,91571,176400,941733,732873,132424,804488,23164.18,26292.64,26753.39,387846,<<,4.19228424E8;4.18223328E8;4.44202026E8;4.88229156E8;4.3359668E8;3.93183167E8;,999.0;251.29;242.86;155.6;141.09;96.79;
501,9117,1,23,9104,3497,19371880,19365613,543244019,0.977733,FALSE,1,Qe05971,3945566,>>,2411284,2157842,1634944,1470811,1704082,1569437,1939226,1470166,1353237,1689168,1962779,1779577,1347486,1889838,2046382,1930783,1691316,1961431,2333931,2037075,2027488,1698574,3172395,3945566,3345705,2294758,<<,5.43244019E8;6.09179749E8;6.55187805E8;5.89249451E8;5.44247009E8;5.29180298E8;5.29681213E8;5.46132996E8;6.10184448E8;6.56189453E8;5.62150818E8;5.9025354E8;5.45250366E8;5.62653442E8;1.125310181E9;5.5708551E8;6.95162903E8;6.11186951E8;5.30627197E8;6.57194824E8;1.061251587E9;2.68046692E8;1.12631189E9;,999.0;366.0;308.91;297.74;282.38;249.49;153.47;136.53;114.74;108.26;92.08;87.73;64.69;58.16;41.44;37.15;32.55;31.64;28.25;24.6;22.93;22.88;19.93;
